step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
320.0,21,748.0,22.666666666666668,2.3125438392404534,21,877.0,0.14543969758777123,21,877.0
325.0,18,777.0,21.0,4.774038723486437,18,848.0,0.26284611323241597,18,848.0
330.0,21,875.0,22.435897435897434,4.086433054494191,21,946.0,0.19810731709724416,21,946.0
335.0,27,998.0,25.58974358974359,2.0258858137433005,27,1069.0,0.08334161604918568,27,1069.0
340.0,27,1000.0,27.027027027027028,1.526924783308841,27,1150.0,0.09220305920526913,27,1150.0
345.0,27,1125.0,28.846153846153847,3.339446834764852,27,1203.0,0.13520199208990774,27,1203.0
350.0,27,1260.0,30.73170731707317,4.058235532430452,27,1331.0,0.08619655587229565,27,1331.0
355.0,29,1402.0,35.94871794871795,3.3308438106655776,29,1473.0,0.11737658544561994,29,1473.0
360.0,29,1547.0,44.2,0.7274507582098795,29,1618.0,0.010338455585354726,29,1618.0
365.0,33,1709.0,39.74418604651163,2.9745580281833957,33,1780.0,0.21728091681636033,33,1780.0
370.0,27,1628.0,37.86046511627907,1.866652357929684,27,1821.0,0.12224888311305111,27,1821.0
375.0,26,1524.0,32.42553191489362,3.5211665722272105,26,1728.0,0.1514230727995369,26,1728.0
380.0,26,1650.0,35.1063829787234,4.780883815420776,26,1704.0,0.1650882091529899,26,1704.0
385.0,27,1761.0,37.46808510638298,3.9799934599577944,27,1793.0,0.13350839864517994,27,1793.0
390.0,32,1910.0,44.41860465116279,3.0662352268932542,32,1942.0,0.09018990986638732,32,1942.0
395.0,28,1157.0,28.925,1.9610930661305879,28,1771.0,0.08686803696607985,28,1771.0
400.0,20,385.0,8.75,4.745152584847499,20,1305.0,0.2561125392095189,20,1305.0
405.0,18,353.0,7.844444444444444,5.3147499796804585,18,759.0,0.20632366403217256,18,759.0
410.0,16,228.0,5.3023255813953485,4.817845895279325,16,755.0,0.2251088801180589,16,755.0
415.0,20,278.0,6.619047619047619,4.783875694668842,20,705.0,0.16325411168359585,20,705.0
420.0,21,338.0,8.894736842105264,3.5218544903862323,21,669.0,0.0643526121187956,21,669.0
425.0,19,401.0,10.552631578947368,5.39662132378941,19,548.0,0.22002029189006928,19,548.0
430.0,15,238.0,6.8,4.308301986331365,15,448.0,0.07900079094130281,15,448.0
435.0,11,109.0,2.725,7.1444245599975105,11,307.0,0.3809252339807528,11,307.0
440.0,12,166.0,4.486486486486487,6.739926456940198,12,327.0,0.3591221934549187,12,327.0
445.0,20,249.0,6.552631578947368,3.8374884353192242,20,410.0,0.13829960908835323,20,410.0
450.0,21,207.0,6.2727272727272725,2.990769841958465,21,454.0,0.1422999650450297,21,454.0
455.0,20,270.0,7.9411764705882355,4.462281498783657,20,441.0,0.16311519278907116,20,441.0
460.0,20,370.0,10.571428571428571,5.572606028394853,20,510.0,0.14160812460458752,20,510.0
465.0,16,329.0,10.28125,4.7478435482531065,16,498.0,0.18541942909021628,16,498.0
470.0,9,261.0,7.909090909090909,6.432435834930258,9,405.0,0.3555105254024253,9,405.0
475.0,9,303.0,8.911764705882353,6.509492921702036,9,424.0,0.35883498746455617,9,424.0
480.0,15,369.0,11.903225806451612,4.42094277946479,15,490.0,0.1101981542718597,15,490.0
485.0,15,411.0,13.258064516129032,4.298970807132231,15,516.0,0.18845121984036112,15,516.0
490.0,12,454.0,16.214285714285715,5.7208895635530865,12,499.0,0.2652799219059422,12,499.0
495.0,15,519.0,16.741935483870968,5.326123660337569,15,552.0,0.2047553273131543,15,552.0
500.0,20,612.0,23.53846153846154,3.2437949589652773,20,645.0,0.16258764881125762,20,645.0
505.0,16,657.0,21.9,3.457408631441382,16,707.0,0.24125627600595728,16,707.0
510.0,16,736.0,21.647058823529413,6.120404688734358,16,757.0,0.3616448793977762,16,757.0
515.0,18,820.0,24.11764705882353,4.876415810705516,18,840.0,0.19235930271442744,18,840.0
520.0,23,924.0,27.176470588235293,3.633401155550888,23,944.0,0.14047502603894382,23,944.0
525.0,24,1044.0,34.8,2.2227598919117537,24,1064.0,0.10983049803713038,24,1064.0
530.0,22,1023.0,30.08823529411765,2.728872035196093,22,1112.0,0.14452944510674212,22,1112.0
535.0,20,1120.0,35.0,4.103973733656725,20,1143.0,0.1784103321580279,20,1143.0
540.0,23,1225.0,36.029411764705884,3.393256077274186,23,1248.0,0.10603759248842867,23,1248.0
545.0,25,1350.0,37.5,3.212456246100522,25,1373.0,0.19281991306846177,25,1373.0
550.0,30,1487.0,41.30555555555556,1.2011385637844167,30,1510.0,0.08308348495981349,30,1510.0
555.0,28,928.0,24.42105263157895,1.6297387272364199,28,1405.0,0.09973548410576097,28,1405.0
560.0,20,348.0,8.7,3.863512691874321,20,1046.0,0.188733920490483,20,1046.0
565.0,13,269.0,6.404761904761905,5.464530906243522,13,851.0,0.24944865748634162,13,851.0
570.0,19,347.0,8.897435897435898,4.706916107338695,19,868.0,0.16166973392990436,19,868.0
575.0,19,189.0,5.25,3.3367148375299873,19,867.0,0.08203615093735193,19,867.0
580.0,14,155.0,3.604651162790698,6.089927042265563,14,787.0,0.3473762002503258,14,787.0
585.0,15,230.0,5.75,7.035339528810326,15,753.0,0.3584555561402584,15,753.0
590.0,15,268.0,6.7,4.74879892039109,15,801.0,0.18937470889463823,15,801.0
595.0,22,371.0,10.6,4.562801188637298,22,892.0,0.14618193294476708,22,892.0
600.0,18,444.0,13.058823529411764,4.052912450850615,18,975.0,0.13941291637459569,18,975.0
605.0,20,541.0,17.451612903225808,4.465985438902339,20,1060.0,0.15957586058545392,20,1060.0
610.0,18,624.0,19.5,4.352067332514611,18,1143.0,0.1485729015713659,18,1143.0
615.0,20,723.0,20.65714285714286,5.115047963572398,20,1242.0,0.2407207816680639,20,1242.0
620.0,18,804.0,23.647058823529413,4.441545868222122,18,1323.0,0.2370972664972156,18,1323.0
625.0,21,899.0,28.09375,3.620663355140458,21,1418.0,0.147376685425473,21,1418.0
630.0,18,628.0,18.470588235294116,4.4606100062496505,18,1245.0,0.20877242858680184,18,1245.0
635.0,10,155.0,5.166666666666667,4.561211855495554,10,823.0,0.19570926098238264,10,823.0
640.0,8,147.0,4.323529411764706,7.869664260868309,8,376.0,0.37008792889360786,8,376.0
645.0,10,194.0,6.689655172413793,7.816346290192639,10,244.0,0.36460383420232484,10,244.0
650.0,12,133.0,3.911764705882353,7.081712053561119,12,157.0,0.3978091861778181,12,157.0
655.0,14,199.0,6.419354838709677,7.042124150422551,14,223.0,0.392460424200223,14,223.0
660.0,12,247.0,8.821428571428571,3.6621150078648417,12,247.0,0.19341965024876895,12,247.0
665.0,18,331.0,11.821428571428571,4.64423476960819,18,331.0,0.1758037559127874,18,331.0
670.0,12,252.0,8.4,4.856797010583452,12,339.0,0.1915988872735933,12,339.0
675.0,12,286.0,10.214285714285714,6.351749777464941,12,305.0,0.2840221483966746,12,305.0
680.0,14,348.0,12.428571428571429,5.810344199066099,14,348.0,0.22301757630785723,14,348.0
685.0,18,427.0,15.25,4.696729391174628,18,427.0,0.2457075678996854,18,427.0
690.0,16,460.0,17.692307692307693,3.610447947513461,16,460.0,0.2655679064836873,16,460.0
695.0,19,548.0,19.571428571428573,3.1755350173645183,19,548.0,0.19305422983527204,19,548.0
700.0,20,648.0,21.6,3.3413100554008,20,648.0,0.1812021503031149,20,648.0
705.0,21,749.0,24.966666666666665,2.4880490877326884,21,749.0,0.07813743779818808,21,749.0
710.0,24,867.0,27.09375,2.705515347268247,24,867.0,0.10480880461269389,24,867.0
715.0,26,992.0,31.0,2.022242458070562,26,992.0,0.10248406465788593,26,992.0
720.0,28,1128.0,37.6,0.054798835709390634,28,1128.0,0.003641128154550152,28,1128.0
725.0,24,749.0,18.725,3.3992556625665444,24,1073.0,0.2440700377839505,24,1073.0
730.0,16,406.0,10.15,4.850160918614248,16,841.0,0.26373607210814654,16,841.0
735.0,18,449.0,10.204545454545455,5.569763851692506,18,786.0,0.22595761474149426,18,786.0
740.0,23,553.0,14.179487179487179,2.9633014296804143,23,890.0,0.05631748693662969,23,890.0
745.0,25,326.0,8.15,3.0508906452354894,25,888.0,0.13671728745961292,25,888.0
750.0,16,178.0,4.944444444444445,3.61247731140239,16,762.0,0.15461626754841656,16,762.0
755.0,18,223.0,5.868421052631579,3.816563140477631,18,807.0,0.13266431215258712,18,807.0
760.0,25,335.0,8.375,3.497980617361405,25,919.0,0.1726599234042151,25,919.0
765.0,30,476.0,11.9,2.7512478440113957,30,1060.0,0.15696518689271227,30,1060.0
770.0,26,542.0,13.55,1.599411961493506,26,1098.0,0.10159849907068193,26,1098.0
775.0,22,573.0,13.642857142857142,3.2794526207332715,22,1046.0,0.15712303027145158,22,1046.0
780.0,20,429.0,10.214285714285714,3.1492579026708696,20,936.0,0.09991028919891431,20,936.0
785.0,17,150.0,3.409090909090909,4.676857139400965,17,705.0,0.1788756589124201,17,705.0
790.0,12,94.0,2.35,4.878325915221879,12,612.0,0.17618926578102834,12,612.0
795.0,20,175.0,3.888888888888889,5.331614683274377,20,660.0,0.2705263608660061,20,660.0
800.0,19,233.0,5.682926829268292,4.392207298000908,19,638.0,0.23784040423346456,19,638.0
805.0,16,287.0,7.0,4.720069484694943,16,541.0,0.25961760153432145,16,541.0
810.0,20,376.0,9.170731707317072,5.1649615423422075,20,504.0,0.19344903166670427,20,504.0
815.0,22,472.0,11.8,3.7428091846924376,22,589.0,0.09349476594427472,22,589.0
820.0,27,599.0,15.763157894736842,3.3021229445902445,27,716.0,0.0996314021780585,27,716.0
825.0,23,684.0,19.542857142857144,2.5860902322102657,23,821.0,0.12186038062768338,23,821.0
830.0,23,799.0,20.487179487179485,4.618523960439317,23,907.0,0.22152949372953132,23,907.0
835.0,21,812.0,19.804878048780488,5.824644384562022,21,968.0,0.26439675986497885,21,968.0
840.0,21,917.0,25.47222222222222,4.642454873423348,21,1025.0,0.12394687523172197,21,1025.0
845.0,26,1034.0,27.945945945945947,4.111831324459174,26,1142.0,0.12984656689174365,26,1142.0
850.0,26,1164.0,36.375,1.696474066414654,26,1272.0,0.06132160393890181,26,1272.0
855.0,26,1276.0,37.529411764705884,2.121009663593574,26,1385.0,0.1377086535735878,26,1385.0
860.0,26,1406.0,41.35294117647059,2.416106427349003,26,1514.0,0.07426327564142947,26,1514.0
865.0,28,1544.0,39.58974358974359,3.9754703798243427,28,1652.0,0.1515248793177918,28,1652.0
870.0,28,1684.0,43.17948717948718,3.2949072852808943,28,1792.0,0.1912651343203446,28,1792.0
875.0,30,1830.0,48.1578947368421,1.8343991385758072,30,1938.0,0.10977528788303295,30,1938.0
880.0,31,1949.0,47.53658536585366,1.2370483938909866,31,2060.0,0.06922307359694385,31,2060.0
885.0,34,2117.0,51.63414634146341,2.1320741484413723,34,2225.0,0.04828281891043212,34,2225.0
890.0,34,2278.0,50.62222222222222,2.297214176167821,34,2386.0,0.05178147046113134,34,2386.0
895.0,37,2462.0,60.048780487804876,1.3192124215001222,37,2570.0,0.049183997705067505,37,2570.0
900.0,40,2650.0,63.095238095238095,0.2728729426670431,40,2758.0,0.001128045390243528,40,2758.0
905.0,35,2103.0,44.744680851063826,2.117305806779121,35,2656.0,0.13807622143466838,35,2656.0
910.0,27,1103.0,22.510204081632654,3.3019053005309105,27,2261.0,0.16249851511765617,27,2261.0
915.0,26,591.0,11.588235294117647,3.165906598716275,26,2129.0,0.12177582082161886,26,2129.0
920.0,23,316.0,6.448979591836735,2.574171910867863,23,2247.0,0.11905218731702766,23,2247.0
925.0,27,364.0,7.74468085106383,1.7934636874546022,27,2362.0,0.11736733551957731,27,2362.0
930.0,29,451.0,9.395833333333334,1.3883787149194866,29,2476.0,0.08839390599289274,29,2476.0
935.0,36,614.0,12.791666666666666,1.2820442161685042,36,2612.0,0.015469742677136505,36,2612.0
940.0,44,819.0,14.120689655172415,2.8507040871685367,44,2817.0,0.14590098740452842,44,2817.0
945.0,46,1045.0,19.35185185185185,1.5756378005142697,46,3043.0,0.11273337993660354,46,3043.0
950.0,49,1280.0,22.06896551724138,1.0630434700592364,49,3278.0,0.04795393825622264,49,3278.0
955.0,54,1542.0,26.586206896551722,0.79607822455799,54,3541.0,0.02983313060476015,54,3541.0
960.0,53,1781.0,30.1864406779661,0.49035008053965284,53,3792.0,0.008122159895208366,53,3792.0
965.0,54,2051.0,34.18333333333333,1.3009093239278433,54,4049.0,0.03500076679999698,54,4049.0
970.0,54,2321.0,38.68333333333333,0.9660843481204443,54,4319.0,0.0011894758200091161,54,4319.0
975.0,56,2599.0,41.91935483870968,1.2216380466519998,56,4597.0,0.08743000123170484,56,4597.0
980.0,56,2879.0,46.435483870967744,0.8719342484084764,56,4877.0,0.0640124573194205,56,4877.0
985.0,52,2589.0,40.453125,0.9555524774568375,52,4943.0,0.06267153545793538,52,4943.0
990.0,45,2313.0,36.140625,1.8572431368428064,45,4826.0,0.06251327398522598,45,4826.0
995.0,39,2002.0,31.28125,2.2071753899867543,39,4633.0,0.05832289751513372,39,4633.0
1000.0,35,1450.0,23.770491803278688,2.3743947940152967,35,4054.0,0.0892362428374346,35,4054.0
