step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
140.0,20,1155.0,38.5,3.3253090272418384,20,1155.0,0.10317711823630472,20,1155.0
145.0,22,1264.0,39.5,3.9931927252212853,22,1264.0,0.2630027355425966,22,1264.0
150.0,16,845.0,23.47222222222222,5.186221437779732,16,1170.0,0.32012565631305784,16,1170.0
155.0,10,484.0,14.235294117647058,5.6973296888036185,10,841.0,0.29635366141005326,10,841.0
160.0,10,462.0,12.486486486486486,6.639248736962915,10,619.0,0.29325578461288726,10,619.0
165.0,11,508.0,14.941176470588236,5.480371940140207,11,668.0,0.21460964027550264,11,668.0
170.0,18,580.0,18.125,4.205826817795584,18,737.0,0.15430612423735968,18,737.0
175.0,21,684.0,23.586206896551722,3.239176857355862,21,841.0,0.12338161264822892,21,841.0
180.0,18,229.0,8.481481481481481,1.8173328048256363,18,615.0,0.10261807815683938,18,615.0
185.0,19,324.0,9.818181818181818,4.979639096231894,19,481.0,0.24516244699790443,19,481.0
190.0,21,424.0,12.114285714285714,4.292262201311364,21,581.0,0.19523811705371502,21,581.0
195.0,25,542.0,16.424242424242426,1.9596300842388241,25,699.0,0.08816656454623423,25,699.0
200.0,29,683.0,20.696969696969695,1.2226306666472613,29,840.0,0.08451210516136003,29,840.0
205.0,31,835.0,23.857142857142858,0.9413457768729984,31,992.0,0.07285876428859894,31,992.0
210.0,33,996.0,26.91891891891892,1.422779538789778,33,1153.0,0.10348093553927948,33,1153.0
215.0,28,852.0,23.027027027027028,0.6879267681144665,28,1192.0,0.024292093557880902,28,1192.0
220.0,22,817.0,17.382978723404257,4.69323391646662,22,1133.0,0.2783001686350406,22,1133.0
225.0,23,813.0,17.29787234042553,4.422082574580012,23,1147.0,0.21916958365214975,23,1147.0
230.0,29,946.0,19.708333333333332,4.425571634727436,29,1224.0,0.16847784365994298,29,1224.0
235.0,30,1095.0,24.886363636363637,3.199968909041384,30,1373.0,0.04726023457314961,30,1373.0
240.0,34,1256.0,29.904761904761905,2.336642926634061,34,1534.0,0.052397315300094144,34,1534.0
245.0,34,1426.0,35.65,1.3498976252758406,34,1704.0,0.06204876930829322,34,1704.0
250.0,38,1606.0,40.15,0.6443570647534225,38,1884.0,0.04671631011385222,38,1884.0
255.0,32,1611.0,35.02173913043478,2.28221756127149,32,1947.0,0.1549701476089994,32,1947.0
260.0,25,1577.0,32.854166666666664,3.8628815479960266,25,1908.0,0.19073454090113331,25,1908.0
265.0,26,1707.0,34.14,5.087480996355173,26,1888.0,0.1877802268562443,26,1888.0
270.0,30,1848.0,38.5,4.347495199977282,30,2005.0,0.07727458005072987,30,2005.0
275.0,32,2006.0,47.76190476190476,2.97883341464996,32,2163.0,0.05378244405733995,32,2163.0
280.0,32,2166.0,51.57142857142857,2.5982406795617976,32,2323.0,0.08266464744597285,32,2323.0
285.0,34,2334.0,61.421052631578945,1.2945298523466162,34,2491.0,0.05455644536173683,34,2491.0
290.0,34,2504.0,52.166666666666664,3.4791145660570524,34,2661.0,0.23291112842283024,34,2661.0
295.0,38,2681.0,58.28260869565217,2.130748896424438,38,2838.0,0.1607692120819982,38,2838.0
300.0,38,2871.0,59.8125,1.9449185108663143,38,3028.0,0.11633726815758505,38,3028.0
305.0,39,3045.0,60.9,1.412075155988173,39,3204.0,0.055061760664765605,39,3204.0
310.0,42,3254.0,62.57692307692308,2.400641349631532,42,3411.0,0.08469106054771908,42,3411.0
315.0,36,2570.0,49.42307692307692,2.1698106075721175,36,3244.0,0.06645634708170743,36,3244.0
320.0,29,1384.0,26.615384615384617,3.580657826111986,29,2591.0,0.1220787109058223,29,2591.0
325.0,23,772.0,14.566037735849056,3.8454083791853964,23,2707.0,0.1721502231227562,23,2707.0
330.0,22,455.0,8.92156862745098,3.6836919791510025,22,2817.0,0.1881840784545464,22,2817.0
335.0,17,437.0,8.74,2.962685367296045,17,2597.0,0.134805431416713,17,2597.0
340.0,20,475.0,9.5,3.351880042331798,20,2113.0,0.12412761075516363,20,2113.0
345.0,20,531.0,10.62,3.1652601009886814,20,2201.0,0.11648799362651319,20,2201.0
350.0,22,619.0,12.895833333333334,2.9431350031405112,22,2313.0,0.12499475199922482,22,2313.0
355.0,21,277.0,5.770833333333333,2.619065193205158,21,2250.0,0.10925085815058415,21,2250.0
360.0,24,207.0,4.6,3.1455127120040403,24,2035.0,0.10476720036651348,24,2035.0
365.0,31,347.0,6.425925925925926,4.896467147912019,31,2045.0,0.18404829157331642,31,2045.0
370.0,28,356.0,7.26530612244898,4.075028642180564,28,1890.0,0.1836922724147832,28,1890.0
375.0,25,274.0,5.591836734693878,3.7029550255356956,25,1342.0,0.12464596713680941,25,1342.0
380.0,19,207.0,4.404255319148936,3.8741062336022645,19,1438.0,0.14605210754083098,19,1438.0
385.0,16,153.0,3.3260869565217392,3.8208057861658005,16,1512.0,0.15243921036420963,16,1512.0
390.0,23,255.0,5.930232558139535,2.360811803997908,23,1614.0,0.0811445460776964,23,1614.0
395.0,30,391.0,9.536585365853659,0.7448503932158018,30,1750.0,0.054344599916037725,30,1750.0
400.0,38,568.0,12.085106382978724,1.583048472734547,38,1927.0,0.11081902284680911,38,1927.0
405.0,43,769.0,15.693877551020408,1.521076455057883,43,2128.0,0.10836993834427826,43,2128.0
410.0,43,915.0,17.941176470588236,1.2398846699070822,43,2274.0,0.07768339553919376,43,2274.0
415.0,48,1143.0,21.566037735849058,0.9743358389667979,48,2502.0,0.03791554369081129,48,2502.0
420.0,43,1146.0,21.62264150943396,1.120497008884769,43,2432.0,0.032519065753906555,43,2432.0
425.0,35,985.0,17.90909090909091,2.4874596324322895,35,2091.0,0.09096006214600097,35,2091.0
430.0,31,892.0,16.21818181818182,2.689468254236425,31,2141.0,0.06974057178436958,31,2141.0
435.0,31,823.0,13.716666666666667,2.920906712817074,31,2300.0,0.17599075027256228,31,2300.0
440.0,36,968.0,16.689655172413794,2.3300452036677672,36,2466.0,0.15820660992240854,36,2466.0
445.0,40,1026.0,16.548387096774192,1.3470838758510328,40,2587.0,0.08585098994821141,40,2587.0
450.0,49,1257.0,20.274193548387096,1.5174962925686342,49,2755.0,0.0287965661931577,49,2755.0
455.0,50,1376.0,21.5,1.9931069639073153,50,2742.0,0.0425422463134938,50,2742.0
460.0,40,1394.0,22.852459016393443,1.9699397682541444,40,2500.0,0.05346944859262395,40,2500.0
465.0,32,874.0,14.096774193548388,2.550623000954902,32,2481.0,0.09110852015750401,32,2481.0
470.0,20,269.0,4.075757575757576,3.774057023781904,20,2245.0,0.1793195088862474,20,2245.0
475.0,19,200.0,3.125,4.864501729759588,19,1937.0,0.2317065886441442,19,1937.0
480.0,27,265.0,4.416666666666667,3.572529674809304,27,2002.0,0.15568124237633,27,2002.0
485.0,38,434.0,7.3559322033898304,2.7167935407524713,38,2171.0,0.060941427547523436,38,2171.0
490.0,46,564.0,10.254545454545454,1.828329255108936,46,2301.0,0.03900150163565076,46,2301.0
495.0,47,795.0,14.454545454545455,1.486833922893396,47,2532.0,0.0593983175657942,47,2532.0
500.0,50,1042.0,19.296296296296298,0.9393914738271566,50,2779.0,0.028770554137505785,50,2779.0
505.0,52,1296.0,22.344827586206897,1.34350763020103,52,3033.0,0.08853298434500587,52,3033.0
510.0,54,1560.0,25.161290322580644,1.7102874344562085,54,3297.0,0.11725806965787959,54,3297.0
515.0,56,1832.0,29.548387096774192,1.1429343947071167,56,3569.0,0.04845964437510812,56,3569.0
520.0,58,2115.0,32.04545454545455,1.0877155760924866,58,3852.0,0.03419673263594619,58,3852.0
525.0,60,2408.0,37.04615384615385,1.045525237768636,60,4145.0,0.00016353496438518698,60,4145.0
530.0,54,2319.0,34.61194029850746,1.3933988264740091,54,4112.0,0.028030079712024297,54,4112.0
535.0,47,1966.0,31.206349206349206,1.7306850608552071,47,3662.0,0.03322496914238625,47,3662.0
540.0,39,1707.0,26.26153846153846,3.3160623084716576,39,3358.0,0.09273316790286941,39,3358.0
545.0,31,1349.0,20.753846153846155,4.629995931826828,31,2867.0,0.18546844499663392,31,2867.0
550.0,22,957.0,15.19047619047619,4.800285881958345,22,2648.0,0.23881642032690795,22,2648.0
555.0,22,414.0,6.9,4.388374574384793,22,2237.0,0.1840715799790602,22,2237.0
560.0,18,148.0,2.5964912280701755,3.1457264405299714,18,2325.0,0.12797825458595963,18,2325.0
565.0,27,176.0,3.2,2.908004261752417,27,2431.0,0.10098412946228663,27,2431.0
570.0,30,228.0,4.222222222222222,2.194010778936406,30,2363.0,0.07688893754616959,30,2363.0
575.0,30,246.0,4.92,2.2743617462588994,30,2136.0,0.07051485648782871,30,2136.0
580.0,28,296.0,4.933333333333334,4.572039686635249,28,2108.0,0.23757118616902517,28,2108.0
585.0,34,451.0,8.053571428571429,3.010006676133639,34,2263.0,0.16511398661573487,34,2263.0
590.0,40,640.0,11.428571428571429,2.020843222495186,40,2452.0,0.07419161763204477,40,2452.0
595.0,48,868.0,15.781818181818181,1.1204715716556992,48,2680.0,0.010411916911661889,48,2680.0
600.0,50,1115.0,20.272727272727273,0.961337009518248,50,2927.0,0.022136675507129847,50,2927.0
605.0,46,1227.0,21.910714285714285,1.2174148702273775,46,2974.0,0.043423928555588666,46,2974.0
610.0,38,1244.0,22.214285714285715,2.0591055336273163,38,2826.0,0.06810314432910976,38,2826.0
615.0,37,1352.0,21.806451612903224,3.0768140999054623,37,2937.0,0.1434349125852918,37,2937.0
620.0,42,1551.0,25.42622950819672,2.1133458121750985,42,3136.0,0.1108289843018566,42,3136.0
625.0,51,1788.0,30.305084745762713,1.3504225153412182,51,3374.0,0.06769429806624862,51,3374.0
630.0,53,2051.0,33.622950819672134,1.1830265675724436,53,3637.0,0.024453750060835697,53,3637.0
635.0,51,2204.0,36.733333333333334,0.9760572536187024,51,3725.0,0.013908354290746636,51,3725.0
640.0,41,2276.0,38.57627118644068,2.2907576128714093,41,3672.0,0.08914118269421882,41,3672.0
645.0,38,2438.0,41.32203389830509,2.4445537007546134,38,3777.0,0.05935042197306368,38,3777.0
650.0,44,2649.0,42.04761904761905,2.424923575299668,44,3988.0,0.13161706441294294,44,3988.0
655.0,44,2323.0,38.71666666666667,2.0726708383292247,44,3857.0,0.1297859183299578,44,3857.0
660.0,37,1626.0,27.559322033898304,2.8964478448245994,37,3394.0,0.14057963263482512,37,3394.0
665.0,32,1088.0,17.83606557377049,4.011769185345807,32,2665.0,0.1294039663234696,32,2665.0
670.0,24,418.0,7.333333333333333,3.3461642704992056,24,2684.0,0.11874325844820946,24,2684.0
675.0,15,102.0,1.8888888888888888,4.169208914221609,15,2578.0,0.19976589712042475,15,2578.0
680.0,20,157.0,2.9622641509433962,3.3125519252403066,20,2639.0,0.1361968724032558,20,2639.0
685.0,34,295.0,5.566037735849057,2.143589579494825,34,2778.0,0.09213832272147743,34,2778.0
690.0,39,374.0,7.056603773584905,2.2776195420011995,39,2666.0,0.1303989121401942,39,2666.0
695.0,31,389.0,7.339622641509434,2.6568340267028066,31,2159.0,0.10023780648586668,31,2159.0
700.0,30,439.0,7.9818181818181815,2.879631583535572,30,2314.0,0.09896603369806851,30,2314.0
705.0,31,530.0,10.0,1.4955263705052462,31,2463.0,0.05850035700403591,31,2463.0
710.0,40,713.0,13.711538461538462,0.8456137325770545,40,2646.0,0.06405670693224534,40,2646.0
715.0,39,837.0,15.5,0.933362743250162,39,2582.0,0.056350418815975904,39,2582.0
720.0,38,934.0,17.296296296296298,1.9964826034462506,38,2192.0,0.039249057483787424,38,2192.0
725.0,29,1024.0,16.0,5.157136602173655,29,1848.0,0.23959824843843203,29,1848.0
730.0,24,850.0,14.166666666666666,4.395985533921962,24,1724.0,0.1918884741741468,24,1724.0
735.0,26,543.0,9.362068965517242,4.006197084290078,26,1423.0,0.1600664815640777,26,1423.0
740.0,27,590.0,10.727272727272727,3.9508034103120053,27,1343.0,0.11422913059590387,27,1343.0
745.0,29,664.0,12.072727272727272,3.7810946989596244,29,1303.0,0.15825854886433796,29,1303.0
750.0,24,705.0,14.387755102040817,3.163270016181128,24,1158.0,0.10500768876469427,24,1158.0
755.0,26,774.0,15.795918367346939,3.221396151339915,26,1224.0,0.11613253265400428,26,1224.0
760.0,33,925.0,18.137254901960784,3.0663771282479253,33,1375.0,0.13721753903493797,33,1375.0
765.0,33,982.0,19.64,1.929390026215442,33,1422.0,0.08610877049207402,33,1422.0
770.0,31,1031.0,20.62,2.8541072980278965,31,1393.0,0.11952219975162316,31,1393.0
775.0,28,1077.0,20.71153846153846,3.4320639761031746,28,1399.0,0.11828858267144143,28,1399.0
780.0,26,1083.0,22.5625,3.071930735012099,26,1391.0,0.06645445896256708,26,1391.0
785.0,26,1189.0,24.26530612244898,4.9773996035933665,26,1382.0,0.17857012938946662,26,1382.0
790.0,28,1322.0,29.377777777777776,3.2999091025088134,28,1515.0,0.09472041424535937,28,1515.0
795.0,34,1481.0,29.62,3.487968103554042,34,1674.0,0.20412750902774443,34,1674.0
800.0,37,1662.0,35.361702127659576,1.8557271767769297,37,1855.0,0.13189730825244889,37,1855.0
805.0,39,1085.0,21.274509803921568,1.5974808436138492,39,1768.0,0.10187403149351588,39,1768.0
810.0,31,588.0,11.529411764705882,3.015382690936214,31,1452.0,0.13461263784581645,31,1452.0
815.0,25,466.0,8.79245283018868,3.6924749250643876,25,1248.0,0.1297378307448067,25,1248.0
820.0,25,379.0,7.58,3.650554492915069,25,1169.0,0.13762648201601435,25,1169.0
825.0,26,289.0,5.8979591836734695,3.346446177004691,26,1168.0,0.12509065465350194,26,1168.0
830.0,23,238.0,4.490566037735849,4.735447826822223,23,1129.0,0.22103850965096464,23,1129.0
835.0,21,289.0,5.78,4.912015253975028,21,1083.0,0.24398014358741005,21,1083.0
840.0,22,364.0,7.913043478260869,3.93573756900615,22,1063.0,0.12112370696953755,22,1063.0
845.0,24,324.0,7.043478260869565,3.5268916213235664,24,984.0,0.13584301785594444,24,984.0
850.0,20,250.0,5.9523809523809526,4.004816812958678,20,756.0,0.14442212976846613,20,756.0
855.0,18,245.0,5.568181818181818,3.92034696970094,18,777.0,0.16539479297495233,18,777.0
860.0,21,273.0,6.825,4.415377506772102,21,744.0,0.17105637232693627,21,744.0
865.0,22,265.0,6.0227272727272725,4.765729548092299,22,736.0,0.219399648177458,22,736.0
870.0,28,396.0,9.0,4.504426192429836,28,867.0,0.24293631729178608,28,867.0
875.0,24,415.0,10.121951219512194,2.183044353916445,24,824.0,0.10075944327511571,24,824.0
880.0,25,462.0,10.744186046511627,3.930116965226865,25,741.0,0.17714843241213732,25,741.0
885.0,23,572.0,13.30232558139535,3.3886623443151858,23,798.0,0.05763405465804874,23,798.0
890.0,33,722.0,17.19047619047619,2.8225485793464404,33,948.0,0.10521924839112008,33,948.0
895.0,28,591.0,15.153846153846153,1.8725477893730942,28,963.0,0.07180148574010568,28,963.0
900.0,22,451.0,11.564102564102564,3.37486178509601,22,829.0,0.1255288640126269,22,829.0
905.0,18,430.0,9.555555555555555,4.291442045526407,18,843.0,0.2026685978134396,18,843.0
910.0,23,536.0,12.181818181818182,4.698864487909511,23,882.0,0.185310311623927,23,882.0
915.0,22,375.0,8.928571428571429,3.0809144553772048,22,865.0,0.08407828064369516,22,865.0
920.0,19,206.0,5.282051282051282,4.23895584393311,19,751.0,0.1791671168882647,19,751.0
925.0,16,211.0,5.275,4.1428378214553385,16,763.0,0.1677484322218637,16,763.0
930.0,22,308.0,8.105263157894736,3.7842088556971873,22,846.0,0.151129807841478,22,846.0
935.0,26,430.0,12.285714285714286,1.847718776034007,26,968.0,0.03355218562715224,26,968.0
940.0,25,487.0,11.878048780487806,3.487073601714092,25,997.0,0.2566856717046785,25,997.0
945.0,17,510.0,12.439024390243903,4.787773940176097,17,883.0,0.2684571809001493,17,883.0
950.0,20,595.0,13.222222222222221,4.783587506286591,20,975.0,0.20790680356735494,20,975.0
955.0,28,722.0,17.19047619047619,2.877675850394313,28,1102.0,0.05760868618395742,28,1102.0
960.0,34,879.0,21.975,1.7697543869617456,34,1259.0,0.051829826942300795,34,1259.0
965.0,28,960.0,25.263157894736842,1.5687808274841926,28,1340.0,0.10300715519078836,28,1340.0
970.0,23,1021.0,25.525,3.385868028565997,23,1352.0,0.13039937294527418,23,1352.0
975.0,24,1095.0,23.804347826086957,4.3653365796435715,24,1413.0,0.19666271373830643,24,1413.0
980.0,30,1231.0,27.977272727272727,3.223377008579371,30,1549.0,0.14817660929704388,30,1549.0
985.0,27,911.0,21.186046511627907,2.919271333856804,27,1467.0,0.1658951008534765,27,1467.0
990.0,22,399.0,9.279069767441861,3.128269349818638,22,1173.0,0.12998121358080364,22,1173.0
995.0,14,144.0,3.3488372093023258,3.5518685617857924,14,1206.0,0.14103608286341443,14,1206.0
1000.0,13,91.0,2.0681818181818183,4.541397676750861,13,1176.0,0.19058727807894862,13,1176.0
